Provincia,Punto Digital,Actividad,Eje,Categoría,Subcategoría,Menores de 12,De 12 a 20,De 21 a 65,Mayores de 65,Asistentes totales por ejes,% por Ejes,fecha
CORDOBA,Ciudad de Córdoba III (Parque Educativo Zona Noroeste),Internet y trabajo Colaborativo,@prender la compu,Alfabetización digital,--,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Ciudad de Córdoba III (Parque Educativo Zona Noroeste),Office para el cole,@prender la compu,Alfabetización digital,--,5,15,0,0,20,0.00 %,2021-08-01
CORDOBA,Ciudad de Córdoba III (Parque Educativo Zona Noroeste),Computación para adultos. Paquete Office,@prender la compu,Alfabetización digital,--,0,0,20,0,20,0.00 %,2021-08-01
CORDOBA,Ciudad de Córdoba III (Parque Educativo Zona Noroeste),Conociendo mi Celu.,Aprendé más,Capacitación en tecnologías,--,0,0,20,5,25,0.01 %,2021-08-01
SANTA FE,Álvarez,Curso de Computacion para niños y adultos. Marzo,Servicio municipal,Capacitación,--,0,40,32,0,72,0.01 %,2021-08-01
SANTA FE,Álvarez,Curso de Computacion para niños y adultos. (julio),Servicio municipal,Capacitación,--,0,44,24,0,68,0.01 %,2021-08-01
SANTA FE,Álvarez,Radio Álvarez Online,Servicio municipal,Uso libre,--,0,120,24,0,144,0.03 %,2021-08-01
SANTA FE,Álvarez,Taller de huerta,Aprendé más,Otros,--,0,24,28,0,52,0.01 %,2021-08-01
SANTA FE,Álvarez,Aprendiendo a sentir,Servicio municipal,Uso terapéutico,--,40,0,0,0,40,0.01 %,2021-08-01
SANTA FE,Álvarez,Aprendiendo a sentir,Servicio municipal,Uso terapéutico,--,40,0,0,0,40,0.01 %,2021-08-01
CORDOBA,Río Primero,INSCRIPCIÓN - VACUNACIÓN COVID 19 (CIUDADANO DIGITAL),Trámites,Trámites en general,Constancia de inscripción,0,49,194,0,243,0.05 %,2021-08-01
CORDOBA,Río Primero,Inscripción PAICOR 2021,Trámites,Trámites en general,Constancia de inscripción,0,0,9,0,9,0.00 %,2021-08-01
CORDOBA,Río Primero,TALLER DE AJEDREZ,Aprendé más,Otros,--,10,7,0,0,17,0.00 %,2021-08-01
CORDOBA,Río Primero,RENTAS GOBIERNO DE LA PROVINCIA DE CÓRDOBA,Trámites,Trámites en general,Constancia de inscripción,0,0,1,1,2,0.00 %,2021-08-01
CORDOBA,Río Primero,ENTREGA DE KITS DE SEMILLAS PARA HUERTA OTOÑO - INVIERNO,Servicio municipal,Articulacion municipales,--,2,6,4,7,19,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de CANTO,Aprendé más,Otros,--,6,10,7,3,26,0.01 %,2021-08-01
CORDOBA,Río Primero,Curso “Manipulación higiénica de los alimentos”,Aprendé más,Otros,--,0,0,14,0,14,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller FOTOGRAFÍA Y EDICIÓN,Manos a la obra,Oficios digitales,--,0,4,10,0,14,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de DIBUJO Y PINTURA,Aprendé más,Otros,--,4,10,0,0,14,0.00 %,2021-08-01
CORDOBA,Río Primero,DECLARACIÓN JURADA - ASIGNACIÓN UNIVERSAL POR HIJO - AÑO 2020,Trámites,Trámites ANSES,Constancia de inscripción,0,0,1,0,1,0.00 %,2021-08-01
CORDOBA,Río Primero,INSCRIPCIÓN - VACUNACIÓN ANTIGRIPAL (Afiliados PAMI),Trámites,Trámites PAMI,Constancia de inscripción,0,0,0,2,2,0.00 %,2021-08-01
CORDOBA,Río Primero,TRAMITES LIBRES/GENERALES,Trámites,Trámites en general,Constancia de inscripción,8,21,20,7,56,0.01 %,2021-08-01
CORDOBA,Río Primero,TRAMITES ANSES,Trámites,Trámites ANSES,Constancia de inscripción,9,10,35,5,59,0.01 %,2021-08-01
CORDOBA,Río Primero,TURNOS BANCARIOS,Trámites,Trámites en general,Constancia de inscripción,0,1,10,0,11,0.00 %,2021-08-01
CORDOBA,Río Primero,CIDI - CIUDADANO DIGITAL,Trámites,Trámites en general,Constancia de inscripción,0,11,88,8,107,0.02 %,2021-08-01
CORDOBA,Río Primero,Navegación libre,@prender la compu,Navegación libre,--,0,1,5,0,6,0.00 %,2021-08-01
CORDOBA,Río Primero,Creación cuenta de CORREO ELECTRÓNICO,Trámites,Trámites en general,Constancia de inscripción,0,2,19,2,23,0.00 %,2021-08-01
CORDOBA,Río Primero,PROYECTO ACOMPAÑAR,Aprendé más,Apoyo escolar,--,20,10,0,0,30,0.01 %,2021-08-01
CORDOBA,Río Primero,Taller de Tejido,Aprendé más,Otros,--,0,0,10,4,14,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de Folklore,Aprendé más,Otros,--,2,5,10,0,17,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de DANZA RECREATIVA DESDE EL FOLKLORE,Aprendé más,Otros,--,0,4,10,0,14,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de Guitarra,Aprendé más,Otros,--,3,4,13,2,22,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de Piano Eléctrico,Aprendé más,Otros,--,2,5,5,0,12,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de Violin,Aprendé más,Otros,--,2,5,4,0,11,0.00 %,2021-08-01
CORDOBA,Río Primero,Taller de Batucada,Aprendé más,Otros,--,6,10,9,0,25,0.01 %,2021-08-01
CORDOBA,Río Primero,Taller de Dibujo y Vitrofusión,Manos a la obra,Otros oficios,Otros,0,3,10,4,17,0.00 %,2021-08-01
CORDOBA,Río Primero,INSCRIPCIÓN - BOLETO EDUCATIVO GRATUITO (BEG),Trámites,Trámites en general,Constancia de inscripción,0,0,3,0,3,0.00 %,2021-08-01
CORDOBA,Río Primero,INSCRIPCIÓN - Taller de defensa personal para mujeres.,Trámites,Trámites en general,Constancia de inscripción,0,5,5,0,10,0.00 %,2021-08-01
CORDOBA,Río Primero,RECLAMO - VACUNACIÓN COVID 19 (Primeras Dosis),Trámites,Trámites en general,Constancia de inscripción,0,1,15,0,16,0.00 %,2021-08-01
CORDOBA,Río Primero,GUÍA Y CREACIÓN DE CURRICULUM VITAE,Manos a la obra,Inserción laboral,--,0,0,1,0,1,0.00 %,2021-08-01
CORDOBA,Río Primero,Inscripción a curso - LA HUERTA AGROECOLÓGICA COMO PROYECTO ESCOLAR CON PERSPECTIVA SOCIOCOMUNITARIA.,Trámites,Trámites en general,Constancia de inscripción,0,0,12,0,12,0.00 %,2021-08-01
CORDOBA,Río Primero,Inscripción a curso - LA ESCUELA Y LA BIBLIOTECA COMO COMUNIDAD DE LECTURA,Trámites,Trámites en general,Constancia de inscripción,0,0,16,0,16,0.00 %,2021-08-01
CORDOBA,Río Primero,"Inscripción a curso - EDUCACIÓN VIAL PARA DOCENTES, HACIA UNA VISIÓN COMÚN E INTEGRADORA",Trámites,Trámites en general,Constancia de inscripción,0,0,7,0,7,0.00 %,2021-08-01
CORDOBA,Río Primero,"Inscripción a curso - LA ESI EN LA ESCUELA: EMBARAZOS, MATERNIDADES, PATERNIDAD EN LA ADOLESCENCIA",Trámites,Trámites en general,Constancia de inscripción,0,0,9,0,9,0.00 %,2021-08-01
CORDOBA,Monte Cristo,Deportes para personas con parálisis cerebral,Videoconferencias,Discapacidad,--,0,0,7,0,7,0.00 %,2021-08-01
CORDOBA,Monte Cristo,Gestión de trámites,Trámites,Trámites en general,Constancia de inscripción,0,250,830,1250,2330,0.47 %,2021-08-01
CORDOBA,Monte Cristo,Uso libre de espacio de Sala de Aprendizaje,Servicio municipal,Uso libre,--,0,60,20,0,80,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Capacitación Ley Micaela para Empleados Municipales,Servicio municipal,Actividades municipales,--,0,0,30,0,30,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Edicion de videos con Openshot,Manos a la obra,Oficios digitales,--,0,1,14,0,15,0.00 %,2021-08-01
CORDOBA,Monte Cristo,El liderazgo y las nuevas generaciones,Aprendé más,Otros,--,0,2,42,0,44,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Gestión de Grupos: Adultos Nivel 1,Aprendé más,Otros,--,0,0,15,0,15,0.00 %,2021-08-01
CORDOBA,Monte Cristo,Nuevas Tecnologías Educativas,Aprendé más,Otros,--,0,0,25,0,25,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Marketing de Contenidos,¿Tenés un proyecto?,Microemprendimiento,--,0,0,100,0,100,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Ciclo de Dibujo: Ilustración de manga y animé nivel 1,Manos a la obra,Otros oficios,Otros,45,28,12,0,85,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Cliclo de Dibujo: Dibujo de Autos 2,Manos a la obra,Otros oficios,Otros,4,2,2,0,8,0.00 %,2021-08-01
CORDOBA,Monte Cristo,Manipulación Segura de Alimentos,Aprendé más,Otros,--,0,0,75,0,75,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Robótica para niños Nivel 1,Aprendé más,Capacitación en tecnologías,--,60,4,0,0,64,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Desarrollo de venta productos intangibles,¿Tenés un proyecto?,Microemprendimiento,--,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Monte Cristo,Administración Estratégica,Aprendé más,Otros,--,0,6,36,0,42,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Asesoría de Imagen,Manos a la obra,Otros oficios,Otros,0,4,54,0,58,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Comunity Manager,Aprendé más,Otros,--,0,16,84,0,100,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Comunicación efectiva para emprendedores,¿Tenés un proyecto?,Microemprendimiento,--,0,4,36,0,40,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Resolución Pacífica de Conflictos,Aprendé más,Otros,--,0,0,52,0,52,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Ciclo de Fotografía,Manos a la obra,Otros oficios,Otros,0,8,68,0,76,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Como hacer una presentación efectiva,Aprendé más,Capacitación en tecnologías,--,4,4,18,0,26,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Inserción Laboral y Armado de CV,Manos a la obra,Inserción laboral,--,0,8,22,0,30,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Ilustración de Manga y Anime 2 interno,Manos a la obra,Otros oficios,Otros,40,20,0,0,60,0.01 %,2021-08-01
CORDOBA,Monte Cristo,Ilustración Manga y Anime nivel 1,Manos a la obra,Otros oficios,Otros,45,28,12,0,85,0.02 %,2021-08-01
CORDOBA,Monte Cristo,Uso de responsable del gas,Manos a la obra,Otros oficios,Otros,0,0,10,0,10,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Espacio de Navegación Libre,@prender la compu,Navegación libre,--,9,10,10,0,29,0.01 %,2021-08-01
CORDOBA,Valle Hermoso,Vacunatorio Covid-19,Servicio municipal,Actividades municipales,--,0,350,1000,300,1650,0.33 %,2021-08-01
CORDOBA,Valle Hermoso,Trámites progresar,Trámites,Trámites Progresar,--,0,10,15,0,25,0.01 %,2021-08-01
CORDOBA,Valle Hermoso,Trámites online,Trámites,Trámites en general,Constancia de inscripción,0,100,400,80,580,0.12 %,2021-08-01
CORDOBA,Valle Hermoso,Curso de Inglés para adultos,Aprendé más,Idiomas,--,0,1,8,3,12,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Taller de Cine,Aprendé más,Otros,--,0,0,8,1,9,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Curso de Fotografía,Manos a la obra,Oficios digitales,--,0,4,9,0,13,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Dibujo y Pintura,Aprendé más,Otros,--,9,5,5,0,19,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Tejido al Crochet,Manos a la obra,Otros oficios,Tejido,0,0,9,1,10,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Entrenamiento de trabajo (Ministerio de Trabajo),Manos a la obra,Inserción laboral,--,0,15,0,0,15,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Curso de Informática (CEDER),@prender la compu,Alfabetización digital,--,0,0,15,0,15,0.00 %,2021-08-01
CORDOBA,Valle Hermoso,Validación de Identidad MI ARGENTINA,Trámites,Trámites Mi Argentina,Otros,0,0,5,0,5,0.00 %,2021-08-01
CORRIENTES,Mburucuyá,LA TAREA A PUNTO,Aprendé más,Apoyo escolar,--,93,56,131,0,280,0.06 %,2021-08-01
CORRIENTES,Mburucuyá,PUNTO INTERNET,Aprendé más,Otros,--,87,111,39,2,239,0.05 %,2021-08-01
CORRIENTES,Mburucuyá,TRÁMITES A PUNTO,Trámites,Trámites en general,Constancia de inscripción,0,45,32,47,124,0.02 %,2021-08-01
CORRIENTES,Mburucuyá,JUEGOS A PUNTO,Servicio municipal,Uso libre,--,15,7,1,0,23,0.00 %,2021-08-01
CORRIENTES,Mburucuyá,CINE A PUNTO,Servicio municipal,Uso libre,--,0,0,0,0,0,0.00 %,2021-08-01
CORRIENTES,Mburucuyá,VACUNATE A PUNTO,Servicio municipal,Articulacion municipales,--,0,76,109,1,186,0.04 %,2021-08-01
CORRIENTES,Mburucuyá,FINES AL PUNTO,@prender la compu,Alfabetización digital,--,0,17,43,0,60,0.01 %,2021-08-01
CORRIENTES,Riachuelo,VC: “Tecnología y Solidaridad: los Puntos Digitales en la Comunidad”,Videoconferencias,Derechos Ciudadanos,--,0,5,12,0,17,0.00 %,2021-08-01
CORRIENTES,Riachuelo,Curso para Obtener la licencia de conducir Nacional modalidad escrita,Servicio municipal,Capacitación,--,0,45,86,34,165,0.03 %,2021-08-01
CORRIENTES,Riachuelo,Curso para Obtener la licencia de conducir Nacional modalidad idoneidad conductiva,Servicio municipal,Capacitación,--,0,43,89,0,132,0.03 %,2021-08-01
CORRIENTES,Riachuelo,CLUB DE CHICAS PROGRAMADORA RIACHUELO,@prender la compu,Programación,--,6,12,0,0,18,0.00 %,2021-08-01
CORRIENTES,Riachuelo,CURSO DE MANIPULACION DE ALIMENTOS,Trámites,Trámites Municipales,Constancia CUIL/CUIT,0,5,15,0,20,0.00 %,2021-08-01
CORRIENTES,Riachuelo,Venta por Internet 13/8 15hs,Aprendé más,Talleres País Digital,--,0,0,8,0,8,0.00 %,2021-08-01
CORDOBA,Arroyito,Deportes para personas con parálisis cerebral,Videoconferencias,Discapacidad,--,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Arroyito,Procesos didácticos en la educación remota,Videoconferencias,Educación,--,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Arroyito,Procesos didácticos en la educación remota,Videoconferencias,Educación,--,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Arroyito,Certificado de circulación - coronavirus COVID-19.,Trámites,Trámites en general,Constancia de inscripción,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Arroyito,PLANILLAS ANSES,Trámites,Trámites ANSES,Constancia de inscripción,12,35,20,5,72,0.01 %,2021-08-01
CORDOBA,Arroyito,SOLICITAR TURNOS ANSES,Trámites,Trámites ANSES,Registro de antecedentes penales,0,46,20,62,128,0.03 %,2021-08-01
CORDOBA,Arroyito,CREACION DEL CIUDADANO DIGITAL.,Trámites,Trámites en general,Constancia de inscripción,0,67,800,520,1387,0.28 %,2021-08-01
CORDOBA,Arroyito,CREACION DE CORREO ELECTRONICO,Trámites,Trámites en general,Constancia de inscripción,0,34,61,198,293,0.06 %,2021-08-01
CORDOBA,Arroyito,IMPRESION DE CEDULON DE PAGO DE IMPUESTOS MUNICIPALES,Trámites,Trámites Municipales,Constancia de inscripción,0,0,145,598,743,0.15 %,2021-08-01
CORDOBA,Arroyito,TRAMITES PAMI,Trámites,Trámites PAMI,Constancia de inscripción,0,0,190,431,621,0.12 %,2021-08-01
CORDOBA,Arroyito,Navegación Libre,@prender la compu,Navegación libre,--,0,0,0,0,0,0.00 %,2021-08-01
CORDOBA,Arroyito,REGISTRO CIVIL DIGITAL,Trámites,Trámites en general,Constancia de inscripción,0,0,200,350,550,0.11 %,2021-08-01
CORDOBA,La Cruz,navegacion libre,@prender la compu,Navegación libre,--,12,11,9,3,35,0.01 %,2021-08-01
CORDOBA,La Cruz,Asistencia en tramites,Trámites,Trámites ANSES,Constancia de inscripción,0,13,8,2,23,0.00 %,2021-08-01
CORDOBA,Villa San Isidro,Deportes para personas con parálisis cerebral,Videoconferencias,Discapacidad,--,0,0,5,2,7,0.00 %,2021-08-01
CORDOBA,Villa San Isidro,Procesos didácticos en la educación remota,Videoconferencias,Educación,--,0,0,8,3,11,0.00 %,2021-08-01
CORDOBA,Villa San Isidro,Procesos didácticos en la educación remota,Videoconferencias,Educación,--,0,0,8,3,11,0.00 %,2021-08-01
CORDOBA,Villa San Isidro,VC: “Tecnología y Solidaridad: los Puntos Digitales en la Comunidad”,Videoconferencias,Derechos Ciudadanos,--,0,0,2,0,2,0.00 %,2021-08-01
CORDOBA,Villa San Isidro,CAPACITACIÓN DEFENSA CIVIL,Servicio municipal,Capacitación,--,0,20,60,0,80,0.02 %,2021-08-01
CORDOBA,Villa San Isidro,APOYO ESCOLAR,Aprendé más,Apoyo escolar,--,20,20,0,0,40,0.01 %,2021-08-01
CORDOBA,Villa San Isidro,Tramitación digital,Trámites,Trámites en general,Constancia de inscripción,14,38,116,16,184,0.04 %,2021-08-01
CORDOBA,Villa San Isidro,Impresión de Material Escolar,Servicio municipal,Otros,--,49,65,39,0,153,0.03 %,2021-08-01
CORDOBA,Villa San Isidro,Navegación Libre,@prender la compu,Navegación libre,--,1,8,18,0,27,0.01 %,2021-08-01
CORDOBA,Villa San Isidro,Validación de Identidad en Mi Argentina,Trámites,Trámites Mi Argentina,Otros,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Ramallo,Navegación Libre y Consultas,@prender la compu,Navegación libre,--,16,68,37,15,136,0.03 %,2021-08-01
BUENOS AIRES,Ramallo,Taller Musical,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,2,16,18,2,38,0.01 %,2021-08-01
BUENOS AIRES,General Villegas I,VC: “Tecnología y Solidaridad: los Puntos Digitales en la Comunidad”,Videoconferencias,Derechos Ciudadanos,--,0,0,80,24,104,0.02 %,2021-08-01
BUENOS AIRES,General Villegas I,"TU HISTORIA, TU PUNTO",¿Tenés un proyecto?,Microemprendimiento,--,0,6,15,5,26,0.01 %,2021-08-01
BUENOS AIRES,General Villegas I,DIFUSIÓN DE CURSOS Y ASISTENCIA TELEFÓNICA Y VIRTUAL,@prender la compu,Otros,--,20,100,600,100,820,0.16 %,2021-08-01
BUENOS AIRES,General Villegas I,USO LIBRE SALAS DE CAPACITACIÓN Y ENTRETENIMIENTO,@prender la compu,Navegación libre,--,0,10,150,100,260,0.05 %,2021-08-01
BUENOS AIRES,General Villegas I,"Mesa de Educación, Trabajo y Producción COPRET – General Villegas 2021",Servicio municipal,Otros,--,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,General Villegas I,BECA PROGRESAR: CAPACITACIÓN Y ASESORAMIENTO,Trámites,Trámites Progresar,--,0,6,6,0,12,0.00 %,2021-08-01
BUENOS AIRES,General Villegas I,Curso de Excel y Google Drive,@prender la compu,Alfabetización digital,--,0,0,0,12,12,0.00 %,2021-08-01
BUENOS AIRES,General Villegas I,Articulación con Escuela de Enseñanza Técnica N°1 de General Villegas,Aprendé más,Capacitación en tecnologías,--,0,0,6,2,8,0.00 %,2021-08-01
BUENOS AIRES,General Villegas I,Laboratorio de Innovación Cañada Seca,@prender la compu,Otros,--,50,50,22,1,123,0.02 %,2021-08-01
BUENOS AIRES,General Villegas I,Taller de fotografía creativa para emprendedores,¿Tenés un proyecto?,Microemprendimiento,--,0,0,80,25,105,0.02 %,2021-08-01
BUENOS AIRES,General Villegas I,Capacitación con Junior Achievement,¿Tenés un proyecto?,Otros,--,0,25,13,5,43,0.01 %,2021-08-01
CORDOBA,Salsacate,Asesoramiento en Tramites Vacunacion Covid-19,Trámites,Trámites Municipales,Constancia de inscripción,0,15,10,0,25,0.01 %,2021-08-01
CORDOBA,Salsacate,Navegación Libre y Sala de Lectura Biblioteca Municipal,@prender la compu,Navegación libre,--,5,30,20,0,55,0.01 %,2021-08-01
CORDOBA,Salsacate,Ingles para Niños,Aprendé más,Idiomas,--,25,20,0,0,45,0.01 %,2021-08-01
CORDOBA,Salsacate,Gimnasia Artística aplicada a la Danza.,Aprendé más,Otros,--,60,30,0,0,90,0.02 %,2021-08-01
CORDOBA,Salsacate,Escuela de Artes,Aprendé más,Otros,--,20,10,0,0,30,0.01 %,2021-08-01
CORDOBA,Salsacate,Yoga Para la Salud,Aprendé más,Otros,--,0,0,24,12,36,0.01 %,2021-08-01
BUENOS AIRES,Las Flores II,“El éxito de un buen CV”,Servicio municipal,Información y prevención,--,0,0,12,0,12,0.00 %,2021-08-01
BUENOS AIRES,Las Flores II,“Jugar sana”,Servicio municipal,Uso terapéutico,--,0,0,16,0,16,0.00 %,2021-08-01
CORDOBA,Sacanta,NAVEGACIÓN LIBRE 2021,@prender la compu,Navegación libre,--,3,4,0,0,7,0.00 %,2021-08-01
CORDOBA,Sacanta,JUEGOS,Aprendé más,Otros,--,5,0,0,0,5,0.00 %,2021-08-01
CORDOBA,Sacanta,CURSO DE LENGUAJE DE SEÑAS,Aprendé más,Otros,--,1,5,15,0,21,0.00 %,2021-08-01
CORDOBA,Sacanta,TRAMITES ANSES,Trámites,Trámites ANSES,Constancia de inscripción,0,0,6,2,8,0.00 %,2021-08-01
CORDOBA,Sacanta,TRAMITES A TRAVÉS DE CIUDADANO DIGITAL,Trámites,Trámites en general,Constancia de inscripción,0,12,9,0,21,0.00 %,2021-08-01
CORDOBA,Sacanta,USO DEL EQUIPAMIENTO PARA ACTIVIDADES DEL COE,@prender la compu,Otros,--,0,4,0,0,4,0.00 %,2021-08-01
CORDOBA,Sacanta,PERMISOS DE CIRCULACION,Trámites,Trámites en general,Constancia de inscripción,0,0,15,0,15,0.00 %,2021-08-01
CORDOBA,Sacanta,INSCRIPCION- VACUNACION COVID-19,Trámites,Trámites en general,Constancia de inscripción,25,15,19,0,59,0.01 %,2021-08-01
CORDOBA,Laborde,VC: “Tecnología y Solidaridad: los Puntos Digitales en la Comunidad”,Videoconferencias,Derechos Ciudadanos,--,0,0,2,0,2,0.00 %,2021-08-01
CORDOBA,Laborde,Trámite de Anses,Trámites,Trámites ANSES,Constancia de inscripción,21,24,8,17,70,0.01 %,2021-08-01
CORDOBA,Laborde,Trámite Ciudadano Digital.,Trámites,Trámites en general,Constancia de inscripción,0,27,36,15,78,0.02 %,2021-08-01
CORDOBA,Laborde,Trámite de Epec,Trámites,Trámites en general,Constancia de inscripción,0,0,39,27,66,0.01 %,2021-08-01
CORDOBA,Laborde,Trámite a Ecogas.,Trámites,Trámites en general,Constancia de inscripción,0,0,16,32,48,0.01 %,2021-08-01
CORDOBA,Laborde,Taller de danzas folclóricas.,Servicio municipal,"Actividades culturales, deportivas, artísticas",Artísticas y culturales,15,15,0,0,30,0.01 %,2021-08-01
CORDOBA,Laborde,CERTIFICACIÓN NEGATIVA DE ANSES.,Trámites,Trámites ANSES,Constancia de inscripción,0,12,0,5,17,0.00 %,2021-08-01
CORDOBA,Laborde,Creación de Gmail a personas mayores.,Trámites,Trámites en general,Constancia de inscripción,0,5,9,18,32,0.01 %,2021-08-01
CORDOBA,Laborde,Inscripción de vacuna covid para mayores de 18 años.,Trámites,Trámites en general,Constancia de inscripción,0,0,135,9,144,0.03 %,2021-08-01
CORDOBA,Laborde,Turnos para agencias de PAMI.,Trámites,Trámites PAMI,Constancia de inscripción,0,0,0,31,31,0.01 %,2021-08-01
CORDOBA,Laborde,Inscripción a PPP.,Trámites,Trámites en general,Constancia de inscripción,0,28,0,0,28,0.01 %,2021-08-01
CORDOBA,Laborde,Inscripción vacuna Covid para menores de 18 años.,Trámites,Trámites en general,Constancia de inscripción,0,106,0,0,106,0.02 %,2021-08-01
CORDOBA,Laborde,Vacunación antigripal.,Trámites,Trámites Municipales,Constancia de inscripción,0,0,0,6,6,0.00 %,2021-08-01
BUENOS AIRES,Villarino,Atencion al Publico - Tramites Online,Trámites,Trámites en general,Constancia de inscripción,0,5,30,4,39,0.01 %,2021-08-01
BUENOS AIRES,Villarino,Tramites Progresar,Trámites,Trámites Progresar,--,0,1,2,0,3,0.00 %,2021-08-01
BUENOS AIRES,Villarino,"Admisión de Universidades: Siglo 21, Universidad Nacional de Quilmes, Universidad Provincial del Sudoeste (UPSO)",@prender la compu,Otros,--,0,9,15,0,24,0.00 %,2021-08-01
BUENOS AIRES,Villarino,Construyendo un plan de vida autónoma desde lo colectivo.,Servicio municipal,Otros,--,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Villarino,Navegación en Internet,@prender la compu,Otros,--,0,7,5,0,12,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Turnos ANSES,Trámites,Trámites ANSES,Registro de antecedentes penales,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Navegación libre,@prender la compu,Navegación libre,--,0,62,38,0,100,0.02 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Reservado para Hogar “Luz San Martín”,Servicio municipal,Uso terapéutico,--,0,0,21,0,21,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Alfabetización Digital,@prender la compu,Alfabetización digital,--,0,0,18,0,18,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Inserción laboral y armado de CV,Manos a la obra,Inserción laboral,--,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Reservado para Programa Envión,Aprendé más,Otros,--,0,84,17,0,101,0.02 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Búsqueda de Información Escolar,Aprendé más,Apoyo escolar,--,0,41,62,0,103,0.02 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Curso “Manejo de Celulares”,@prender la compu,Otros,--,0,0,8,0,8,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Inscripción Becas Municipales,Servicio municipal,Actividades municipales,--,0,23,4,0,27,0.01 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Turnos para Renovación de DNI,Trámites,Trámites en general,Constancia de inscripción,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Asesoramiento Portal Trabajalem,Servicio municipal,Articulacion municipales,--,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Constancia CUIT/CUIL,Trámites,Trámites ANSES,Otros,0,0,0,0,0,0.00 %,2021-08-01
BUENOS AIRES,Leandro N. Alem I (Vedia),Entrega de Becas Municipales,Servicio municipal,Actividades municipales,--,0,242,189,0,431,0.09 %,2021-08-01
TUCUMAN,Bella Vista,Navegación Libre,@prender la compu,Navegación libre,--,0,0,7,0,7,0.00 %,2021-08-01
TUCUMAN,Bella Vista,Curso Educación Vial Digital,Servicio municipal,Articulacion municipales,--,0,2,34,0,36,0.01 %,2021-08-01
TUCUMAN,Bella Vista,Turno Vacunación Covid - 19,Servicio municipal,Articulacion municipales,--,0,2,1,1,4,0.00 %,2021-08-01
TUCUMAN,Bella Vista,Uso de las TIC en el ámbito laboral,Servicio municipal,Capacitación,--,0,0,26,2,28,0.01 %,2021-08-01
CORDOBA,Justiniano Posse,Trámites varios,Trámites,Trámites en general,Constancia de inscripción,0,85,800,400,1285,0.26 %,2021-08-01
